8
3
81
0fc933595c226042,0be1a16051d36c7c,4d21dae16c3be9b9
caf4b65ad75c6214,2ce137f7ca002dda,c9006e6074d9f8c1
ca6133278393698f,740befc6de5c43a9,9621f67ad77465a1
51fa032856653c83,46747b1175a8ec40,47924e7235b0c6cc
0a1f678eb3d11d28,dc0defbb693264ba,86dff2600e8ac355
2c68e383cd200614,9582260a2b124b35,d6afba1ee88d346f
32b2c3e684e10e60,eefd1b583080125c,a63aefb7c411469a
e8f6e0b617e7cbac,69f1b7940402ca37,e2b68b0af7877e9e
b58e1d396f2b995d,29b5b55936c8b61f,ee9fa46be8398fca
be96d5d57ea082e8,92397d973b47cef0,e76c42b0706b8e5e
d5ec2a4418c3a241,79579baf1f51cfde,a865e72072683559
e8a4b46645374fd8,70cc70ab133f9ce9,33db5319a7cdc04f
2bc62e438ad08404,2720b4477183265a,3fd4a508753a45a9
28dbc16d12104683,dcb62ef0f5cbd920,484c42ea1c33575b
9207641cd8e920ff,09d5477b586ed580,9483d4b6c1f5f70a
4a96ee5da634e083,ea0f73e0da4c016c,02dab670f2fa0986
5465892c4faa2c58,7f74d3d8e2a8582d,4b4354145c23205f
3f468ae67b6b6965,7adc46542947c17d,1512359f3f86728a
ad4ba9fcf5d55475,49284d2cd1a65a10,034270ee1a0f472f
ede5f668505fceca,3c141f655ce1e209,d4b4460403fbea07
2c8c0522615997ab,81e5d8528b336378,628094abfd708bd2
1859e168b9af32f6,c4525b20333e2a60,45fed7ddd6627f38
ca2f822c891ad70a,ffb05d8ae3c103fb,2682ee887000a3b5
1be564d49597ca59,e9267a1d64a47d2e,dd28b4282ad09051
d4005a5d1a326719,e2c5a4c687a8c2a2,5335f1b588475966
8d267722be427ca7,68f7c5cc9c43fb70,79f30e9755a3dda8
4355cd5d8735776a,fb1c3182c4f32452,d2c9371436d64eaf
1a9b75d8ddf18046,e9461285890ef5cc,59b345d1c019e892
63c32aebf8a156f3,be8776827b9ad596,cb6835a86ac74ac4
364a6f143cf05a25,366dabbf7ba18cde,813112b8d63fe2a2
64b6ca5d58205017,a8c69924616fbb97,d6041d417470fff6
b92bacf51b061b52,73c712ef689ececd,5174ee3cd54bc6ac
55982aaeb97bc562,415f87a3ce423b88,eb582ce43c0c048d
6de77d89ed99db61,60ed51c98c1f96e2,7b282d77ae781c99
b7c090713b56d47d,b65b21849e5c0c0c,1f9830fca8ecd923
448a953224719385,5fe54eeb04e4cebc,5e588a5487cebda7
a55f2de1b5015e6b,5d80f0fbdcfc0720,eab4d849ad041e0c
879c53ab0ee6306d,cb7e59d063278c09,e886366b958cee7f
86b9ea3cbb49a718,c99814a6941bc71c,c7cc6b74e940a6d1
b81ac7c600f834cc,778d9ddab529e33b,f0f11f698901ef50
e3ce779f171fb8e0,b7cc864ce74d69a0,40f9a2cb8e88e57e
67306768299b35a0,29d27bdefc5f1adf,daf082cc8be1b1cb
2d927e44b1362569,03abb6ebf91f8b61,c7e9a64dfdd71bd8
50f3ca798f001ab8,d29597cff4b1ae22,7a363f21e49cfaac
432d66f5648c5f68,3715533135df9386,65508998fb664f76
d25d00615d1a1a30,afb2ffa463aec6a7,937a21eb2aafee90
dc2d9c40b9fca8f1,12fc2347dbb6cdad,4f187a8aaa64793d
13ce0f71e82aa198,dca03c404f03e72b,c3e474600d58305d
31846ceb8015dc92,11ffdaecb6a89ac9,57d694938f7cd653
76aa3a5ed4dcf6b1,7d33f1cc37d8f868,0a8b57a31fe8ca77
5c6453dd79306f8a,2f4977e6f111af67,2b186e40a2ff52ad
bbeac690c7bc4144,f03311270b098f68,9a3e0ed6b6f6a3e2
6de346e713b57142,ffe929f1fad959b6,94a399a3e62ce080
c41f478bdc89d0cc,bce1f3c8ea833058,b4fc6d7f6370c3f8
66773f792cb1bc2c,9ae51d95be764c82,42eef4dff4ab9ca9
96930e721cde3ed9,bf32a1aab5d2021c,d7dedba4f9237c3c
49429575f351a28d,37bf23f5366f78cc,7456df905ba81933
02863e1f647df824,af99ce656bd181b5,b776927b4a5f88bf
13162b0768cd959f,8cb895c3270e8f2a,afd31b42b3c1976b
94cd49f94a421efa,dbed6047bee1fdd2,b296d5256b785e1b
f828da60f56f0082,2796454fa5d47a39,cc367fc9cbfd257e
a2c333ed0652e7e1,3f4729fd2926d021,7d20333e5a19d726
4eaa82441a83c642,1a0c91bfe00bf982,7b0274e82c9f74aa
cf2c70d57e58b7be,a0e1bbc9088ceb57,093cd94b3f1c09ba
376d9b51f162930b,6e25ca4f31c3d200,68c021ae8a750493
f042d66e9a8e2c3a,6fe8047775efcfac,3959a5d892368efa
5d6afe4ecd91593b,b7238ae8e65ce9d6,c304c7295f294f98
9fbf453a4e7274bd,5b7935d068047dc6,ac737788e716cbab
6f7b143c0d6d78c4,9103ac775f964eff,1b090780c1b3716d
559339a306ae6161,279732909baf560b,2ea10eb20474e51f
2b6b4738d8bffd69,c2aae122402f2296,1eaac7d154159c82
c35b3ac90a9b2b31,325dc2ce0d19d938,2e468192d6964bf5
8421705ce16dc6a4,17a7c758d7eaee9b,f0a9187d34880462
45286450c49081f6,ed44c5fa5d9f33e1,58f907bf6fd42e60
c1a33ea311044729,ac0f8284f9701f3f,46d91d0ee67be63e
98848f5c14115301,5619fcb3b92f957a,1129f55c0bdbfc52
d3d31de5d8650f85,7591096f0128af9a,5829bb5e309ecd42
ad3ef7c1504bc2a6,64bf5a1defef98c2,a047f8a57c2e1dd5
c3b6a89c1bb72191,492b004b53afe500,c1a2078e6b5e900c
eeddc23f2885e68c,4440aa333042f6f3,ca764dd0b0028b71
f89f901457b1a5a0,dca6eb3056d13144,d9766703d8c9f0a2
